Day	Time	Price
12	9.3353 	70.89
12	9.3356 	70.8
12	9.3358 	70.91
12	9.3372 	70.9
12	9.3381 	70.82
12	9.3386 	70.92
12	9.3386 	70.92
12	9.3400 	70.91
12	9.3414 	70.95
12	9.3428 	70.98
12	9.3442 	70.98
12	9.3456 	70.99
12	9.3472 	71.01
12	9.3478 	70.91
12	9.3497 	71.01
12	9.3497 	71.01
12	9.3497 	71.02
12	9.3500 	71.02
12	9.3525 	70.92
12	9.3525 	70.92
12	9.3589 	71.03
12	9.3594 	71.04
12	9.3597 	70.97
12	9.3600 	71.04
12	9.3625 	70.96
12	9.3639 	70.98
12	9.3642 	70.96
12	9.3683 	70.95
12	9.3683 	70.97
12	9.3683 	70.92
12	9.3686 	70.92
12	9.3708 	70.96
12	9.3711 	70.96
12	9.3711 	70.96
12	9.3728 	70.96
12	9.3739 	70.96
12	9.3742 	70.96
12	9.3742 	70.96
12	9.3783 	70.96
12	9.3783 	70.96
12	9.3786 	70.98
12	9.3786 	70.98
12	9.3786 	70.98
12	9.3808 	70.99
12	9.3814 	71.03
12	9.3819 	71.03
12	9.3825 	71.04
12	9.3825 	71.06
12	9.3825 	71.06
12	9.3831 	71.11
12	9.3861 	71.19
12	9.3861 	71.18
12	9.3869 	71.2
12	9.3869 	71.22
12	9.3869 	71.36
12	9.3869 	71.36
12	9.3869 	71.27
12	9.3869 	71.27
12	9.3869 	71.27
12	9.3869 	71.27
12	9.3881 	71.31
12	9.3881 	71.32
12	9.3897 	71.24
12	9.3908 	71.2
12	9.3917 	71.24
12	9.3917 	71.24
12	9.3928 	71.16
12	9.3942 	71.11
12	9.3942 	71.11
12	9.3964 	71.12
12	9.3972 	71.12
12	9.3972 	71.12
12	9.3986 	71.12
12	9.3986 	71.12
12	9.4078 	71.25
12	9.4081 	71.25
12	9.4081 	71.25
12	9.4083 	71.24
12	9.4083 	71.16
12	9.4086 	71.16
12	9.4100 	71.25
12	9.4117 	71.28
12	9.4122 	71.29
12	9.4122 	71.29
12	9.4122 	71.29
12	9.4125 	71.29
12	9.4125 	71.3
12	9.4128 	71.22
12	9.4128 	71.22
12	9.4128 	71.29
12	9.4128 	71.3
12	9.4139 	71.3
12	9.4144 	71.3
12	9.4153 	71.39
12	9.4158 	71.4
12	9.4161 	71.4
12	9.4164 	71.42
12	9.4164 	71.41
12	9.4164 	71.4
12	9.4164 	71.38
12	9.4169 	71.43
12	9.4172 	71.46
12	9.4172 	71.46
12	9.4175 	71.44
12	9.4178 	71.44
12	9.4178 	71.45
12	9.4178 	71.45
12	9.4181 	71.4
12	9.4181 	71.39
12	9.4181 	71.38
12	9.4194 	71.42
12	9.4208 	71.42
12	9.4208 	71.42
12	9.4214 	71.43
12	9.4222 	71.38
12	9.4264 	71.39
12	9.4264 	71.39
12	9.4267 	71.43
12	9.4286 	71.38
12	9.4286 	71.38
12	9.4314 	71.44
12	9.4314 	71.44
12	9.4314 	71.44
12	9.4325 	71.44
12	9.4328 	71.45
12	9.4328 	71.47
12	9.4333 	71.47
12	9.4333 	71.5
12	9.4333 	71.5
12	9.4336 	71.5
12	9.4336 	71.5
12	9.4336 	71.58
12	9.4336 	71.59
12	9.4339 	71.51
12	9.4339 	71.5
12	9.4350 	71.5
12	9.4356 	71.51
12	9.4361 	71.58
12	9.4361 	71.59
12	9.4364 	71.59
12	9.4367 	71.58
12	9.4375 	71.6
12	9.4375 	71.61
12	9.4386 	71.61
12	9.4408 	71.68
12	9.4425 	71.62
12	9.4425 	71.61
12	9.4428 	71.6
12	9.4431 	71.6
12	9.4431 	71.6
12	9.4450 	71.54
12	9.4456 	71.54
12	9.4456 	71.54
12	9.4456 	71.57
12	9.4456 	71.58
12	9.4461 	71.59
12	9.4461 	71.61
12	9.4461 	71.54
12	9.4461 	71.53
12	9.4461 	71.52
12	9.4461 	71.5
12	9.4461 	71.5
12	9.4461 	71.47
12	9.4469 	71.47
12	9.4469 	71.44
12	9.4469 	71.44
12	9.4478 	71.44
12	9.4478 	71.49
12	9.4478 	71.51
12	9.4478 	71.52
12	9.4478 	71.53
12	9.4478 	71.61
12	9.4478 	71.66
12	9.4478 	71.67
12	9.4478 	71.68
12	9.4478 	71.68
12	9.4481 	71.67
12	9.4481 	71.63
12	9.4481 	71.63
12	9.4481 	71.63
12	9.4481 	71.6
12	9.4489 	71.61
12	9.4506 	71.61
12	9.4508 	71.6
12	9.4508 	71.58
12	9.4508 	71.67
12	9.4508 	71.73
12	9.4508 	71.74
12	9.4508 	71.74
12	9.4508 	71.61
12	9.4508 	71.74
12	9.4508 	71.74
12	9.4508 	71.6
12	9.4508 	71.6
12	9.4508 	71.63
12	9.4508 	71.63
12	9.4508 	71.61
12	9.4508 	71.61
12	9.4508 	71.59
12	9.4525 	71.56
12	9.4533 	71.55
12	9.4544 	71.59
12	9.4547 	71.56
12	9.4547 	71.59
12	9.4547 	71.59
12	9.4553 	71.61
12	9.4553 	71.66
12	9.4564 	71.58
12	9.4569 	71.65
12	9.4569 	71.65
12	9.4569 	71.65
12	9.4581 	71.53
12	9.4581 	71.52
12	9.4581 	71.52
12	9.4639 	71.56
12	9.4639 	71.57
12	9.4639 	71.58
12	9.4639 	71.59
12	9.4639 	71.6
12	9.4639 	71.61
12	9.4661 	71.53
12	9.4681 	71.56
12	9.4681 	71.56
12	9.4681 	71.54
12	9.4692 	71.63
12	9.4711 	71.75
12	9.4711 	71.76
12	9.4711 	71.8
12	9.4711 	71.81
12	9.4711 	71.82
12	9.4714 	71.63
12	9.4722 	71.73
12	9.4725 	71.68
12	9.4731 	71.62
12	9.4742 	71.76
12	9.4742 	71.77
12	9.4742 	71.78
12	9.4747 	71.7
12	9.4747 	71.69
12	9.4747 	71.68
12	9.4750 	71.77
12	9.4764 	71.78
12	9.4764 	71.8
12	9.4778 	71.73
12	9.4778 	71.71
12	9.4781 	71.71
12	9.4792 	71.78
12	9.4792 	71.82
12	9.4792 	71.87
12	9.4792 	71.9
12	9.4817 	71.89
12	9.4817 	71.9
12	9.4817 	71.93
12	9.4839 	71.77
12	9.4839 	71.75
12	9.4839 	71.73
12	9.4842 	71.91
12	9.4842 	71.91
12	9.4842 	71.92
12	9.4842 	71.93
12	9.4842 	71.94
12	9.4894 	71.81
12	9.4897 	71.82
12	9.4917 	71.76
12	9.4917 	71.76
12	9.4933 	71.8
12	9.4933 	71.81
12	9.4933 	71.81
12	9.4933 	71.81
12	9.4936 	71.77
12	9.4947 	71.75
12	9.4950 	71.77
12	9.4950 	71.77
12	9.4950 	71.76
12	9.4950 	71.75
12	9.4950 	71.74
12	9.4950 	71.69
12	9.4950 	71.67
12	9.4950 	71.67
12	9.4972 	71.75
12	9.4972 	71.75
12	9.4992 	71.75
12	9.4992 	71.76
12	9.4992 	71.79
12	9.4992 	71.79
12	9.4992 	71.8
12	9.5011 	71.79
12	9.5014 	71.69
12	9.5014 	71.67
12	9.5014 	71.65
12	9.5014 	71.81
12	9.5014 	71.82
12	9.5014 	71.83
12	9.5014 	71.87
12	9.5014 	71.85
12	9.5022 	71.85
12	9.5025 	71.86
12	9.5025 	71.85
12	9.5042 	71.8
12	9.5069 	71.81
12	9.5164 	71.8
12	9.5200 	71.8
12	9.5206 	71.8
12	9.5208 	71.78
12	9.5211 	71.78
12	9.5219 	71.82
12	9.5236 	71.84
12	9.5236 	71.88
12	9.5236 	71.88
12	9.5236 	71.82
12	9.5250 	71.87
12	9.5264 	71.9
12	9.5264 	71.9
12	9.5281 	71.86
12	9.5281 	71.86
12	9.5281 	71.86
12	9.5281 	71.85
12	9.5281 	71.87
12	9.5297 	71.85
12	9.5297 	71.85
12	9.5306 	71.91
12	9.5308 	71.85
12	9.5319 	71.85
12	9.5328 	71.74
12	9.5328 	71.79
12	9.5331 	71.79
12	9.5331 	71.8
12	9.5331 	71.83
12	9.5392 	71.78
12	9.5392 	71.77
12	9.5419 	71.77
12	9.5419 	71.77
12	9.5419 	71.77
12	9.5422 	71.77
12	9.5422 	71.77
12	9.5422 	71.75
12	9.5422 	71.76
12	9.5422 	71.77
12	9.5422 	71.8
12	9.5422 	71.81
12	9.5422 	71.83
12	9.5439 	71.75
12	9.5439 	71.75
12	9.5439 	71.74
12	9.5447 	71.76
12	9.5447 	71.77
12	9.5447 	71.74
12	9.5475 	71.69
12	9.5517 	71.7
12	9.5517 	71.69
12	9.5561 	71.67
12	9.5561 	71.7
12	9.5564 	71.73
12	9.5567 	71.7
12	9.5567 	71.7
12	9.5589 	71.68
12	9.5589 	71.66
12	9.5592 	71.66
12	9.5603 	71.66
12	9.5603 	71.66
12	9.5606 	71.66
12	9.5606 	71.66
12	9.5606 	71.66
12	9.5617 	71.66
12	9.5647 	71.65
12	9.5656 	71.7
12	9.5683 	71.65
12	9.5697 	71.65
12	9.5706 	71.61
12	9.5706 	71.61
12	9.5708 	71.58
12	9.5731 	71.65
12	9.5747 	71.58
12	9.5747 	71.57
12	9.5747 	71.58
12	9.5775 	71.62
12	9.5792 	71.58
12	9.5811 	71.63
12	9.5811 	71.64
12	9.5811 	71.65
12	9.5811 	71.7
12	9.5814 	71.65
12	9.5817 	71.66
12	9.5817 	71.7
12	9.5817 	71.73
12	9.5817 	71.75
12	9.5817 	71.75
12	9.5817 	71.75
12	9.5817 	71.75
12	9.5828 	71.7
12	9.5828 	71.71
12	9.5828 	71.71
12	9.5828 	71.71
12	9.5831 	71.71
12	9.5833 	71.66
12	9.5839 	71.66
12	9.5839 	71.66
12	9.5842 	71.61
12	9.5847 	71.6
12	9.5883 	71.58
12	9.5883 	71.58
12	9.5894 	71.67
12	9.5894 	71.6
12	9.5914 	71.68
12	9.5914 	71.68
12	9.5914 	71.68
12	9.5914 	71.69
12	9.5914 	71.69
12	9.5925 	71.62
12	9.5925 	71.62
12	9.5933 	71.67
12	9.5933 	71.68
12	9.5933 	71.68
12	9.5933 	71.68
12	9.5950 	71.65
12	9.5969 	71.66
12	9.5969 	71.66
12	9.5969 	71.66
12	9.5986 	71.7
12	9.5986 	71.71
12	9.5992 	71.69
12	9.5994 	71.72
12	9.5994 	71.74
12	9.5994 	71.76
12	9.5994 	71.8
12	9.6000 	71.8
12	9.6011 	71.72
12	9.6011 	71.71
12	9.6019 	71.69
12	9.6028 	71.68
12	9.6069 	71.68
12	9.6072 	71.68
12	9.6072 	71.68
12	9.6072 	71.67
12	9.6072 	71.74
12	9.6072 	71.74
12	9.6072 	71.75
12	9.6072 	71.78
12	9.6072 	71.7
12	9.6083 	71.7
12	9.6083 	71.66
12	9.6089 	71.7
12	9.6106 	71.67
12	9.6117 	71.67
12	9.6142 	71.7
12	9.6142 	71.7
12	9.6142 	71.71
12	9.6153 	71.67
12	9.6156 	71.65
12	9.6164 	71.65
12	9.6197 	71.61
12	9.6208 	71.59
12	9.6222 	71.67
12	9.6247 	71.67
12	9.6250 	71.61
12	9.6250 	71.62
12	9.6267 	71.7
12	9.6353 	71.7
12	9.6367 	71.66
12	9.6367 	71.66
12	9.6369 	71.63
12	9.6375 	71.63
12	9.6375 	71.63
12	9.6386 	71.66
12	9.6386 	71.66
12	9.6419 	71.69
12	9.6422 	71.66
12	9.6433 	71.66
12	9.6433 	71.62
12	9.6439 	71.61
12	9.6472 	71.61
12	9.6472 	71.61
12	9.6478 	71.61
12	9.6478 	71.61
12	9.6483 	71.59
12	9.6483 	71.58
12	9.6483 	71.56
12	9.6517 	71.56
12	9.6517 	71.56
12	9.6519 	71.5
12	9.6519 	71.47
12	9.6519 	71.47
12	9.6519 	71.48
12	9.6531 	71.5
12	9.6558 	71.44
12	9.6558 	71.43
12	9.6558 	71.42
12	9.6558 	71.4
12	9.6575 	71.4
12	9.6575 	71.4
12	9.6594 	71.31
12	9.6611 	71.36
12	9.6617 	71.38
12	9.6617 	71.33
12	9.6661 	71.38
12	9.6661 	71.39
12	9.6664 	71.38
12	9.6675 	71.38
12	9.6694 	71.41
12	9.6708 	71.4
12	9.6711 	71.4
12	9.6717 	71.4
12	9.6717 	71.4
12	9.6717 	71.4
12	9.6719 	71.4
12	9.6719 	71.4
12	9.6719 	71.4
12	9.6719 	71.4
12	9.6719 	71.4
12	9.6722 	71.4
12	9.6725 	71.4
12	9.6728 	71.4
12	9.6728 	71.4
12	9.6731 	71.4
12	9.6736 	71.4
12	9.6739 	71.4
12	9.6778 	71.41
12	9.6781 	71.41
12	9.6783 	71.4
12	9.6783 	71.38
12	9.6789 	71.35
12	9.6792 	71.33
12	9.6792 	71.32
12	9.6797 	71.33
12	9.6797 	71.34
12	9.6797 	71.35
12	9.6797 	71.37
12	9.6797 	71.4
12	9.6797 	71.32
12	9.6800 	71.31
12	9.6814 	71.26
12	9.6819 	71.29
12	9.6819 	71.3
12	9.6828 	71.29
12	9.6836 	71.29
12	9.6839 	71.29
12	9.6861 	71.33
12	9.6861 	71.33
12	9.6864 	71.34
12	9.6864 	71.33
12	9.6864 	71.33
12	9.6867 	71.33
12	9.6869 	71.33
12	9.6869 	71.33
12	9.6869 	71.33
12	9.6869 	71.33
12	9.6869 	71.33
12	9.6869 	71.33
12	9.6872 	71.33
12	9.6872 	71.33
12	9.6872 	71.33
12	9.6872 	71.33
12	9.6872 	71.33
12	9.6872 	71.33
12	9.6872 	71.33
12	9.6881 	71.33
12	9.6883 	71.34
12	9.6883 	71.33
12	9.6883 	71.33
12	9.6883 	71.36
12	9.6886 	71.33
12	9.6903 	71.33
12	9.6903 	71.33
12	9.6906 	71.33
12	9.6906 	71.33
12	9.6906 	71.33
12	9.6906 	71.33
12	9.6908 	71.33
12	9.6917 	71.34
12	9.6925 	71.33
12	9.6925 	71.33
12	9.6925 	71.33
12	9.6925 	71.33
12	9.6928 	71.29
12	9.7017 	71.3
12	9.7017 	71.32
12	9.7017 	71.35
12	9.7017 	71.4
12	9.7019 	71.32
12	9.7019 	71.32
12	9.7019 	71.32
12	9.7019 	71.36
12	9.7019 	71.4
12	9.7111 	71.35
12	9.7111 	71.35
12	9.7164 	71.28
12	9.7211 	71.33
12	9.7211 	71.34
12	9.7314 	71.2
12	9.7314 	71.2
12	9.7314 	71.2
12	9.7331 	71.1
12	9.7353 	71.13
12	9.7358 	71.13
12	9.7358 	71.12
12	9.7358 	71.1
12	9.7378 	71.13
12	9.7378 	71.13
12	9.7406 	71.1
12	9.7419 	71.13
12	9.7419 	71.13
12	9.7453 	71.11
12	9.7456 	71.14
12	9.7456 	71.16
12	9.7456 	71.2
12	9.7456 	71.15
12	9.7456 	71.1
12	9.7469 	71.11
12	9.7469 	71.1
12	9.7550 	71.15
12	9.7550 	71.15
12	9.7550 	71.16
12	9.7550 	71.19
12	9.7567 	71.19
12	9.7567 	71.2
12	9.7569 	71.19
12	9.7575 	71.23
12	9.7622 	71.25
12	9.7622 	71.26
12	9.7622 	71.22
12	9.7622 	71.22
12	9.7667 	71.24
12	9.7667 	71.24
12	9.7672 	71.25
12	9.7672 	71.27
12	9.7672 	71.27
12	9.7678 	71.21
12	9.7689 	71.27
12	9.7694 	71.27
12	9.7700 	71.27
12	9.7742 	71.27
12	9.7783 	71.21
12	9.7783 	71.26
12	9.7825 	71.24
12	9.7850 	71.17
12	9.7850 	71.15
12	9.7939 	71.15
12	9.7944 	71.23
12	9.7947 	71.23
12	9.7956 	71.18
12	9.7956 	71.2
12	9.7994 	71.27
12	9.8000 	71.19
12	9.8000 	71.17
12	9.8000 	71.17
12	9.8003 	71.18
12	9.8003 	71.19
12	9.8003 	71.19
12	9.8003 	71.19
12	9.8056 	71.26
12	9.8058 	71.26
12	9.8067 	71.26
12	9.8086 	71.26
12	9.8097 	71.27
12	9.8100 	71.27
12	9.8111 	71.32
12	9.8111 	71.31
12	9.8111 	71.33
12	9.8114 	71.36
12	9.8128 	71.31
12	9.8128 	71.31
12	9.8133 	71.34
12	9.8133 	71.35
12	9.8136 	71.35
12	9.8153 	71.35
12	9.8219 	71.36
12	9.8219 	71.35
12	9.8247 	71.35
12	9.8261 	71.36
12	9.8267 	71.35
12	9.8267 	71.35
12	9.8267 	71.37
12	9.8267 	71.37
12	9.8300 	71.34
12	9.8303 	71.32
12	9.8325 	71.28
12	9.8325 	71.27
12	9.8325 	71.25
12	9.8325 	71.22
12	9.8328 	71.26
12	9.8331 	71.26
12	9.8367 	71.25
12	9.8367 	71.23
12	9.8375 	71.22
12	9.8378 	71.25
12	9.8378 	71.22
12	9.8378 	71.16
12	9.8397 	71.19
12	9.8444 	71.2
12	9.8444 	71.2
12	9.8444 	71.2
12	9.8444 	71.2
12	9.8444 	71.2
12	9.8444 	71.2
12	9.8444 	71.19
12	9.8444 	71.2
12	9.8444 	71.17
12	9.8444 	71.19
12	9.8447 	71.19
12	9.8447 	71.2
12	9.8447 	71.2
12	9.8453 	71.16
12	9.8453 	71.15
12	9.8453 	71.1
12	9.8458 	71.19
12	9.8461 	71.25
12	9.8461 	71.26
12	9.8461 	71.29
12	9.8472 	71.29
12	9.8472 	71.3
12	9.8472 	71.32
12	9.8550 	71.25
12	9.8556 	71.25
12	9.8639 	71.25
12	9.8678 	71.25
12	9.8678 	71.25
12	9.8678 	71.25
12	9.8681 	71.25
12	9.8683 	71.24
12	9.8708 	71.25
12	9.8725 	71.23
12	9.8756 	71.2
12	9.8764 	71.14
12	9.8764 	71.1
12	9.8764 	71.1
12	9.8764 	71.17
12	9.8772 	71.17
12	9.8797 	71.2
12	9.8803 	71.19
12	9.8803 	71.2
12	9.8861 	71.11
12	9.8861 	71.17
12	9.8861 	71.18
12	9.8864 	71.18
12	9.8864 	71.2
12	9.8872 	71.17
12	9.8914 	71.14
12	9.8917 	71.2
12	9.8961 	71.14
12	9.8961 	71.1
12	9.8961 	71.09
12	9.8961 	71.08
12	9.8961 	71.06
12	9.8961 	71.05
12	9.8961 	71.03
12	9.8961 	71
12	9.8961 	70.96
12	9.8961 	71
12	9.8961 	71
12	9.8964 	71.08
12	9.8978 	71.1
12	9.8997 	71.13
12	9.8997 	71.11
12	9.8997 	71.1
12	9.8997 	71.1
12	9.8997 	71.1
12	9.8997 	71
12	9.9053 	71.1
12	9.9053 	71.1
12	9.9053 	71.1
12	9.9053 	71.1
12	9.9081 	71.11
12	9.9081 	71.12
12	9.9097 	71.19
12	9.9169 	71.19
12	9.9169 	71.2
12	9.9172 	71.2
12	9.9186 	71.2
12	9.9194 	71.2
12	9.9197 	71.2
12	9.9236 	71.2
12	9.9236 	71.2
12	9.9236 	71.2
12	9.9236 	71.2
12	9.9267 	71.14
12	9.9306 	71.19
12	9.9322 	71.2
12	9.9333 	71.21
12	9.9364 	71.19
12	9.9364 	71.2
12	9.9367 	71.11
12	9.9386 	71.1
12	9.9417 	71.14
12	9.9450 	71.1
12	9.9461 	71.07
12	9.9556 	71.1
12	9.9561 	71.1
12	9.9561 	71.1
12	9.9569 	71.1
12	9.9569 	71.12
12	9.9597 	71.12
12	9.9597 	71.12
12	9.9597 	71.15
12	9.9611 	71.15
12	9.9650 	71.15
12	9.9650 	71.15
12	9.9653 	71.15
12	9.9653 	71.16
12	9.9678 	71.1
12	9.9692 	71.15
12	9.9719 	71.15
12	9.9719 	71.15
12	9.9719 	71.15
12	9.9719 	71.15
12	9.9742 	71.1
12	9.9750 	71.15
12	9.9769 	71.15
12	9.9769 	71.16
12	9.9861 	71.13
12	9.9872 	71.16
12	9.9872 	71.16
12	9.9889 	71.2
12	9.9917 	71.2
12	9.9917 	71.16
