Day	Time	Price
9	9.0050 	73.77
9	9.0053 	73.77
9	9.0053 	73.75
9	9.0053 	73.74
9	9.0056 	73.74
9	9.0092 	73.73
9	9.0136 	73.73
9	9.0139 	73.55
9	9.0139 	73.54
9	9.0139 	73.53
9	9.0139 	73.55
9	9.0169 	73.531
9	9.0208 	73.59
9	9.0208 	73.6
9	9.0219 	73.6
9	9.0222 	73.61
9	9.0222 	73.61
9	9.0222 	73.61
9	9.0222 	73.63
9	9.0222 	73.63
9	9.0244 	73.53
9	9.0275 	73.52
9	9.0356 	73.63
9	9.0356 	73.63
9	9.0356 	73.64
9	9.0356 	73.65
9	9.0358 	73.73
9	9.0408 	73.67
9	9.0408 	73.67
9	9.0408 	73.67
9	9.0511 	73.72
9	9.0528 	73.7
9	9.0528 	73.7
9	9.0528 	73.7
9	9.0528 	73.7
9	9.0528 	73.7
9	9.0531 	73.71
9	9.0531 	73.7
9	9.0531 	73.67
9	9.0531 	73.67
9	9.0531 	73.66
9	9.0531 	73.67
9	9.0531 	73.7
9	9.0531 	73.7
9	9.0531 	73.7
9	9.0531 	73.71
9	9.0531 	73.7
9	9.0531 	73.65
9	9.0539 	73.61
9	9.0542 	73.61
9	9.0544 	73.52
9	9.0544 	73.53
9	9.0600 	73.57
9	9.0625 	73.57
9	9.0642 	73.58
9	9.0642 	73.62
9	9.0642 	73.63
9	9.0642 	73.64
9	9.0642 	73.61
9	9.0642 	73.62
9	9.0642 	73.64
9	9.0642 	73.59
9	9.0642 	73.59
9	9.0644 	73.66
9	9.0694 	73.63
9	9.0756 	73.64
9	9.0756 	73.64
9	9.0756 	73.64
9	9.0761 	73.64
9	9.0764 	73.64
9	9.0767 	73.64
9	9.0767 	73.64
9	9.0769 	73.64
9	9.0769 	73.64
9	9.0772 	73.68
9	9.0772 	73.68
9	9.0772 	73.68
9	9.0772 	73.64
9	9.0772 	73.64
9	9.0781 	73.61
9	9.0781 	73.63
9	9.0792 	73.6
9	9.0811 	73.6
9	9.0822 	73.6
9	9.0822 	73.6
9	9.0833 	73.6
9	9.0833 	73.58
9	9.0914 	73.51
9	9.0914 	73.5
9	9.0914 	73.48
9	9.0914 	73.5
9	9.0914 	73.5
9	9.0917 	73.5
9	9.0919 	73.5
9	9.0922 	73.5
9	9.0958 	73.48
9	9.0958 	73.44
9	9.1000 	73.48
9	9.1014 	73.48
9	9.1014 	73.49
9	9.1014 	73.5
9	9.1014 	73.53
9	9.1014 	73.53
9	9.1014 	73.54
9	9.1014 	73.55
9	9.1014 	73.54
9	9.1017 	73.54
9	9.1017 	73.54
9	9.1078 	73.56
9	9.1081 	73.57
9	9.1097 	73.62
9	9.1103 	73.67
9	9.1106 	73.67
9	9.1106 	73.67
9	9.1106 	73.67
9	9.1119 	73.72
9	9.1161 	73.72
9	9.1161 	73.72
9	9.1161 	73.72
9	9.1181 	73.71
9	9.1186 	73.71
9	9.1189 	73.74
9	9.1189 	73.75
9	9.1189 	73.76
9	9.1222 	73.67
9	9.1250 	73.69
9	9.1283 	73.62
9	9.1283 	73.61
9	9.1289 	73.67
9	9.1358 	73.68
9	9.1361 	73.68
9	9.1361 	73.69
9	9.1361 	73.73
9	9.1364 	73.77
9	9.1364 	73.78
9	9.1392 	73.74
9	9.1392 	73.74
9	9.1392 	73.74
9	9.1392 	73.72
9	9.1392 	73.7
9	9.1392 	73.7
9	9.1392 	73.7
9	9.1450 	73.72
9	9.1450 	73.72
9	9.1456 	73.73
9	9.1456 	73.74
9	9.1472 	73.7
9	9.1492 	73.67
9	9.1492 	73.68
9	9.1497 	73.66
9	9.1497 	73.66
9	9.1497 	73.66
9	9.1497 	73.66
9	9.1500 	73.63
9	9.1531 	73.61
9	9.1542 	73.61
9	9.1542 	73.61
